Singerman ID,leave blank,Description,leave blank 2
supp1839,,"Mason, Francis. The Story of a Working Man‚Äôs Life, with Sketches of Travel in Europe, Asia, Africa, and America, as Related by Himself. New York: Oakley, Mason & Co., 1870. xxvii, 462 p.

Speculates that Jews arrived in York, Eng., ""in considerable numbers after the destruction of Jerusalem, and before Christian missionaries (p. 16) and that the Burmese Karens are of Jewish origin arriving via China (pp. 277-78).

Copies: In most academic libraries",
supp1840,,"Morris, Robert. Youthful Explorers in Bible Lands: A Faithful Account of the Scenery, Ruins, Productions, Customs, Antiquities and Traditions of Scriptural Countries as Youthful Pens would Describe Them. Joppa and Jerusalem. Prepared and Published under the Auspices of ""The Scholars Holy Land Exploration"" of the United States ... Chicago: Hazlitt & Reed, Printers, 1870. 224 p.

Juvenile fiction penned as diary entries by the three Morrell children. See, for example, chap. 12, ""The Mohammedan Sabbath,"" introducing Judaism and Jewish life in Jerusalem.

Copies: In most academic libraries",
supp1841,,"Mountford, William. Miracles, Past and Present. Boston: Fields, Osgood, & Co. 1870. viii, 512 p.

For references to Maimonides, see pp. 120-22, 236, 408, and 510.

Copies: In most academic libraries",
supp1842,,"New York. Mount Sinai Hospital. Order of Ceremony on the Occasion of Laying the Corner Stone of the New Building on Lexington Avenue and 66th Street, on Wednesday, May 25th, 1870, at 3 o‚Äôclock. New York: Printed by Baker & Godwin, [1870]. folded sheet printed on 1 side.



Copies: AJHS (I-37)",
supp1843,,"Perowne, John James Stewart. Immortality. Four Sermons Preached before the University of Cambridge. Being the Hulsean Lectures for 1868. New York: Anson D. F. Randolph, 1870. xxi, 153 p.

Lecture III, ""The Hope of the Jew.""

Copies: In most academic libraries",
supp1844,,"Perry, William Stevens, ed. Historical Collections relating to the American Colonial Church. Hartford, 1870-78. 5 vols. in 4.

Vol. 2, Pennsylvania (Hartford, 1871), contains a statement about the Jews of Lancaster in 1760: ""In this place are a few Families of Jews, who read and observe their Talmud with great exactness tho‚Äô they have no Synagogue"" (p. 315).

Copies: In most academic libraries",
supp1845,,"Preston, Margaret Junkin. Old Song and New. Philadelphia: J. B. Lippincott, 1870. 312 p.

""From Hebrew Story"": pp. [13]-73 (religious poems inspired by the Hebrew Scriptures).

Copies: In most academic libraries",
supp1846,,"Putlitz, Gustav, Heinrich Gans, Edler Herr von und zu. What the Wood Whispers to Itself. Translated from the German of Gustav von Putlitz by E. E. H. With Illustrations by Elisabeth Murray. New York: D. Appleton, 1870 [c1869]. 72 p.

The frontispiece depicts the Wandering Jew; he is represented throughout the story by the Stone, ""the oldest person in the wood"" (p. 58). This work was translated previously as Forest Voices (Albany, N.Y.: Joel Munsell, 1866).

Copies: In most academic libraries",
supp1847,,"Reeves, Marian Calhoun Legare. A Door of Escape, and What It Led to. Philadelphia: Alfred Martien, 1870 [c1869]. 192 p.

Juvenile fiction describing the adventure-filled journey by foot of Raphael Ben Ezra, an orphan, and Ruth, also Jewish, from Damascus to Jerusalem.

Copies: MWA",
supp1848,,"Rice, Harvey. Letters from the Pacific Coast; or, First Impressions. New York: D. Appleton, 1870. 135 p.

The imposing ""Jewish synagogue, on Sutter street,"" of Congregation Emanu-El is likened to ""Solomon‚Äôs temple"" (p. 78).

Copies: In most academic libraries",
supp1849,,"Ritchie, Anne Thackeray. The Writings of Anne Isabella Thackeray. With Illustrations. New York: Harper & Brothers, 1870. 425 p.

Two stories with themes involving Jewish children in England appear here: ""Little Scholars"" (pp. [385]-90) and ""Out of the Silence"" (pp. [413]-15); the latter includes the Jewish Home for Deaf and Dumb Children in ""a distant part of London.""

Copies: In most academic libraries",
supp1850,,"San Francisco. Eureka Benevolent Society. Constitution und Neben=Gesetze der Eureka Wohlth√§tigkeits-Gesellschaft in San Francisco, Cal. Gegr√ºndet im Oktober 1850. San Francisco: Druck von Leo Eloesser, 1870. 24 p. 



Copies: CU-B (BANC MSS 2010/606, Eureka Benevolent 
Society records, 1850-1977, carton 1).",
supp1851,,"San Francisco, June 30, 1870. Dear Sir.-You are doubtless aware, that the President of the United States has appointed and the Senate confirmed, Benjamin F. Peixotto, an Israelite ... [San Fracisco, 1870]. folded leaf printed on 2 sides.

Rev. Dr. Elkan Cohn, A. Seligman, Alexander Weill, Louis Sachs, A. Hollub, C. Meyer, and M. Selig solicit Jewish communities for pledges to underwrite B. F. Peixotto‚Äôs unsalaried position as the American consul in Bucharest. Leading by example, the Israelites of San Francisco have already pledged $1,000, for each of three years, to the Roumanian Fund.

Copies: NHi",
supp1852,,"Sparks, William Henry. The Memories of Fifty Years: containing Brief Biographical Notices of Distinguished Americans, and Anecdotes of Remarkable Men; interspersed with Scenes and Incidents occurring during a Long Life of Observation chiefly spent in the Southwest. Philadelphia: Claxton, Remsen & Haffelfinger, 1870. 489 p.

See pp. 103-5 for a tribute to the endurance of the Jewish people; see also p. 458 for the reference to an unnamed rabbi in New Orleans (surely James K. Gutheim) and his high esteem in the eyes of local clergymen who implored the ""distinguished"" rabbi not to accept a pulpit in New York. Frequently reissued.

Copies: In most academic libraries",
supp1853,,"Speer, William. The Oldest and The Newest Empire: China and The United States. Cincinnati: National Publishing Co.; Chicago: Jones, Junkin & Co., 1870. 681 p., [7] p. of adv.

The Jewish colony at Kaifeng is discussed on pp. 140-44, 177-78.

Copies: In most academic libraries",
supp1854,,"[Tardy, Mary T.], ed. Southland Writers. Geographical and Critical Sketches of the Living Female Writers of the South. With Extracts from their Writings. By Ida Raymond. Philadelphia: Claxton, Remsen & Haffelfinger, 1870. 2 vols.

For Rebecca Jacobus, of Augusta, Ga., see vol. 1, pp. 504-7; contains biographical information and the text of her poem honoring the Confederate dead, ""The Floral Day.""

Copies: In most academic libraries",
supp1855,,"Townsend, George Alfred. The New World Compared with the Old. Hartford: S. M. Betts & Co.; Chicago: Gibbs & Nichols; Philadelphia: John Bigelow & Co.; New York: J. D. Dennison; San Francisco: H. H. Bancroft; Auburn, N.Y.: S. J. Strickland, 1870. 663 p.

Scattered references to Jews.

Copies: In most academic libraries",
supp1856,,"Adams, William Henry Davenport. Temples, Tombs, and Monuments of Ancient Greece and Rome. A Description and a History of some of the most Remarkable Memorials of Classical Architecture. With One Hundred Engravings. Boston: D. Lothrop; Dover, N.H.: G. T. Day, 1871. 307 p.

""The Arch of Titus"": pp. 125-29 (includes illus., ""Jewish Temple Ornaments"").

Copies: In most academic libraries",
supp1857,,"Andersen, Hans Christian. Stories and Tales. Illustrated by M. L. Stone and V. Pedersen. Author‚Äôs Edition. New York: Hurd and Houghton, 1871 [c1870]. xix, 532 p.

""The Jewish Girl"": pp. [371]-75. Text is also in the author‚Äôs German Fairy Tales. New Series. Illustrated. New York: Leavvit & Allen Bros., 1874 (""The Jewish Girl,"" pp. 215-21). In some editions of Andersen‚Äôs works, this tale is known as ""The Jewish Maiden."" Text is available as The Jewish Maiden, no. 8 in the series, Andersen‚Äôs Fairy Tales (New- York: Scribner & Welford, [188-?], a uniform set of fifteen small volumes enhanced by color plates and woodcuts (a complete set held by the Baldwin Library at FU).

Copies: Numerous editions in most academic libraries",
supp1858,,"Barnum, Samuel Weed. Romanism as It is: An Exposition of the Roman Catholic System, for the use of the American People ... Hartford: Connecticut Publishing Co. 1871. 753 p.

Contains indexed references for topics such as ""Hebrew,"" ""Jews, Jewish,"" ""Mortara, Edgaro,"" ""Moses and Mosaic Law."" Later editions exist with co-publishers in different cities. The enlarged Hartford, 1878, ed. (848 p.) has a new appendix extending the author‚Äôs coverage to 1876.

Copies: In most academic libraries",
supp1859,,"B‚Äônai B‚Äôrith. Har Nevoh Lodge, No. 12, Philadelphia. Constitution und Neben=Gesetze der Har Nevoh Loge No. 12, U. O. B. B. Philadelphia: S. W. Goodman, 1871. 108 p.



Copies: PPG",
supp1860,,"Brock, Carey, Mrs. Sunday Echoes in Week-day Hours. A Tale Illustrative of the Journeyings of the Children of Israel. New York: E. P. Dutton, 1871. viii, 476 p., [4] p. of adv.

Juvenile fiction. Frequently reissued.

Copies: NN",
supp1861,,"Browne, Junius Henri. Sights and Sensations in Europe: Sketches of Travel and Adventure in England, Ireland, France, Spain, Portugal, Germany, Switzerland, Italy, Austria, Poland, Hungary, Holland, and Belgium, with an Account of the Places and Persons Prominent in the Franco-German War. Profusely Illustrated. Printed by Subscription Only. Hartford: American Publishing Co.; San Francisco: A. Roman & Co., 1871. 591 p., [8] of adv.

See p. 289 for the Jewish community of Worms; pp. 290- 91, Frankfurt‚Äôs Judengasse and the rise of the Rothschilds. A variant edition replaces A. Roman & Co. with F. Dewing & Co., San Francisco.

Copies: In most academic libraries",
supp1862,,"Chicago. United Hebrew Relief Association. [Circular, Nov. 1, 1871, soliciting funds to aid co-religionists following the great conflagration in Chicago]. [Chicago, 1871].

Text in The Israelite (Cincinnati), Nov. 17, 1871, p. 8.

Copies: None",
supp1863,,"Congressional Globe: containing the Debates and Proceedings of the Third Session, Forty-first Congress ... [Pt. II]. Washington: Govt. Print. Off., 1871.

Session of the House of Representatives opened on Feb. 20, 1871, with a prayer by Rabbi Marcus Jastrow, Philadelphia, but text is not given (see p. 1437).

Copies: In most federal documents collections",
supp1864,,"[Croly, David Goodman]. A Positivist Primer: Being a Series of Familiar Conversations on the Religion of Humanity, by C. G. David. New York: David Wesley & Co., 1871. 141 p., [1] p. adv.

""The Jehovah of the Jew was a fiend, revengeful, vain, lustful, greedy, covetous, proud‚Äìa very fair illustration of Jewish character as presented to us in Bible history. The God of the Christian is an essentially different being, merciful, loving, Father ..."" (p. 11).

Copies: In most academic libraries",
supp1865,,"Higginson, Thomas Wentworth. The Sympathy of Religions. An Address delivered at Horticultural Hall, Boston, February 6, 1870. Boston: Reprinted from The Radical, 1871. 23 p.

Scattered references to Jews; e.g., ""The Jewish congregations in Baltimore were the first to contribute for the education of the freedmen"" (p. 22). See pp. 21- 22 for the Free Religious Association‚Äôs controversial admission of Jews, also Reform Judaism being more liberal than Christianity, and then closing with a quotation from Rabbi Isaac M. Wise.

Copies: In most academic libraries",
supp1866,,"Kendrick, Asahel Clark, ed. Our Poetical Favorites: A Selection from the Best Minor Poems of the English Language. New York: Sheldon & Co., 1871 [c1870]. xvi, 449 p.

""Hymn of the Hebrew Maid"" (Sir Walter Scott), pp. 28- 29; ""Song of the Captive Jews at Babylon"" (Henry Milman), pp. 30-32; ""The Parallel"" (Thomas Moore), pp. 32-33.

Copies: In most academic libraries",
supp1867,,"Lenormant, Fran√ßois, and E. Chevallier. The Student‚Äôs Manual of Oriental History. A Manual of the Ancient History of the East to the Commencement of the Median Wars. New Edition. Philadelphia: J. B. Lippincott, MDCCCLXXI. 2 vols.

Vol. 1. The History of the Israelites, Egyptians, Assyrians, and Babylonians; vol. 2. Medes and Persians, Ph≈ìnicians, and Arabians. Running title: Ancient History of the East.

Copies: In most academic libraries",
supp1868,,"[Limude ha-keri ºah, oder, Elementarbukh fir di izraelitishe yugend]. 40ste verbesserte Stereotypen= Ausgabe. New=York: L. H. Frank, 1871. 24 p.

Cover title: [Limude ha-keri‚Äôah]. Elementarbuch f√ºr die Israelitische Jugend. See Goldman-Kinsberg 277 for notes. See also same title in JA suppl., 1865 file

Copies: OCH",
supp1869,,"The Metropolis Explained and Illustrated in Familiar Form. With a Map. New York: Devlin & Co., 1871. 61 p., [2] p. of adv.

For a directory listing of New York‚Äôs synagogues, see pp. 36-37 (includes the name of the rabbi and/or the congregation‚Äôs president).

Copies: In most academic libraries",
supp1870,,"Randall, Samuel Sidwell. History of the Common School System of the State of New York, from Its Origin in 1795, to the Present Time, including the various City and other Special Organizations, and the Religious Controversies of 1821, 1832, and 1840. New York: Ivison, Blakeman, Taylor, 1871. xiv, 477 p.

See the text of a letter by Col. Samuel Young, the Superintendent of Common Schools, to a Jewish resident of New York concerning the reading of the New Testament in the public schools (pp. 195-96).

Copies: In most academic libraries",
supp1871,,"San Francisco. Congregation Ohabai Shalome. Constitution and By-laws of the Congregation Ohabai Shalome of San Francisco. Incorporated December 29th, 1864-5625. San Francisco: M. Weiss, Oriental Printing House, 1871. 43 p.



Copies: CU-B (BANC MSS 2010/695, Magnes collection on
Congregation Ohabai Shalome, 1871-1975, box 1).",
supp1872,,"Sheahan, James Washington, and George P. Upton. The Great Conflagration. Chicago: Its Past, Present and Future, embracing a Detailed Narrative of the Great Conflagration in the North, South and West Divisions: Origin, Progress and Results of the Fire. ... With Numerous Illustrations. Chicago: Union Publishing Co., 1871. 468 p.

The destruction of an unnamed synagogue on the corner of Harrison St. and Fourth Ave. is related on pp. 81, 169-70. Two synagogues in Chicago were lost in the fire (p. 139).

Copies: In most academic libraries",
supp1873,,"Townsend, George Alfred. The Mormon Trials at Salt Lake City. New York: American News Company, 1871. 49 p.

""The First Conviction for Polygamy"": pp. 8-15 (includes the author‚Äôs reaction to seeing a Jew seated among the Mormons in the court room).

Copies: In most academic libraries",
supp1874,,"Van Dyke, Joseph Smith. Popery, the Foe of the Church, and of the Republic. Philadelphia, etc.: Peoples Publishing Co., 1871. 304 p.

Discusses Jewish ""Phariseeism"" as the ritualistic antecedent of ""Popery"" (pp. 53-54, within Part I, chap. 3, ""Formalism an Old Enemy of Christianity""). Van Dyke exploits the Mortara kidnapping (pp. 296-97) to indict the papists.

Copies: In most academic libraries",
supp1875,,"Wilson, John Stainback. Atlanta As It Is, being a Brief Sketch of Its Early Settlers, Growth, Society, Health, Morals, Populations, Churches, Associations, Educational Institutions, Prominent Officials, Principal Business Enterprises, Public Buildings, etc., etc. New York, 1871. 116 p., [18] p. of adv.

See pp. 28, 30-33 passim for local Jewish institutions and societies. Text also in Atlanta Historical Bulletin 6 (1941): 7- 161.

Copies: In most academic libraries",
supp1876,,"Graves, Kersey. The Biography of Satan: or A Historical Exposition of the Devil and His Fiery Dominions, Disclosing the Oriental Origin of the Belief in a Devil and Future Endless Punishment. Also, the Pagan Origin of the Scriptural Terms, Bottomless Pit, Lake of Fire and Brimstone, Keys of Hell, Chains of Darkness, Casting Out Devils, Everlasting Punishment, the Worm That Never Dieth, etc., etc., all Explained. Seventh ed. ... Chicago: Religio-Philosophical Publishing House, 1872. 123 p.

For Jewish aspects treated in the Hebrew Scriptures, see chapters 3 and 4. A freethought perspective. Frequently reissued. The 13th ed. (Boston: Colby & Rich, 1893) has a frontispiece of the author.

Copies: KyWAT, National Library of Australia, University of Manchester",
supp1877,,"Abbey, Richard. The City of God and the Church-Makers: An Examination into Structural Christianity, and Criticism of Christian Scribes and Doctors of the Law. New York: Hurd and Houghton; Cambridge, [Mass.]: Riverside Press, 1872. xx, 315 p.

Chap. 10, ""The Jews,"" chap. 12, ""Who are Converted Jews?,"" chap. 13, ""Modern or Post-Messianic Jews.""

Copies: In most academic libraries",
supp1878,,"Chicago Relief and Aid Society. Report of the Chicago Relief and Aid Society to the Common Council of the City of Chicago. Chicago: Horton & Leonard, 1872. 87 p.

Acknowledges contributions received from the Hebrew Ladies‚Äô Sewing Society, Baltimore (p. 36), Congregation Beth Israel, Hartford (p. 53), Hebrew Orphan Asylum, New York (p. 56), the Israelites of the District of Columbia, via S. [Simon] Wolf (p. 64), and the Hebrew Benevolent Association, Chattanooga (p. 71). See also Report of the Chicago Relief and Aid Society of Disbursement of Contributions for the Sufferers of the Chicago Fire (Cambridge, Mass., 1874), chap. 17.

Copies: In most academic libraries",
supp1879,,"Colegrove, Clinton. Colegrove‚Äôs Hymns, on the Second Coming of Christ. The Resurrection of the Dead. The True Nature and Destiny of Man. The Return of Israel, and related Subjects. Arcade, N.Y.: ""Times"" Printing House, 1872. 74 p.



Copies: IAurC",
supp1880,,"Congressional Globe: containing the Debates and Proceedings of the Second Session, Forty-second Congress ... [Pt. I]. Washington: Office of the Congressional Globe, 1872.

Session of the House of Representatives opened on Jan. 9, 1872, with a prayer by Rabbi Abraham de Sola, Montreal (complete text of his prayer, the first opening prayer of Congress by a foreign rabbi, is on p. 321).

Copies: In most federal documents collections",
supp1881,,"Crapsey, Edward. The Nether Side of New York; or, The Vice, Crime and Poverty of the Great Metropolis. New York: Sheldon & Co., 1872. 185 p.

Contains material about criminal ""fences,"" including ""Sheeny Mike,"" Rosenburg (""Rosey""), Dave Goldstein, and the Mandelbaums (pp. 84-88 passim). For Dr. Jacob Rosenzweig, the abortionist responsible for the sensationalized ""trunk mystery"" crime, see pp. [147]-48. See also ""A Celebrated Crime"" (pp. [176]-85) about the 1870 murder of Benjamin Nathan in his Manhattan home.

Copies: In most academic libraries",
supp1882,,"Denton, William. Radical Discourses on Religious Subjects. Delivered in Music Hall, Boston, Mass. Boston: Published by William Denton; For sale by William White & Co., 1872. 332 p., [1] p. of adv.

""What is Right?"": pp. [181]-211 (see pp. 184-87, etc., for the questioning of a rabbi at the close of a Sabbath service about the Jewish approach to doing right). What is Right?: A Discouse also published Boston, 1871, as a pamphlet (31 p.), and frequently reissued.

Copies: In most academic libraries",
supp1883,,"Ellet, Elizabeth Fries, ed. The New Cyclop√¶dia of Domestic Economy, and Practical Housekeeper. Adapted to All Classes of Society and Comprising Subjects connected with the Interests of Every Family. ... Five Thousand Practical Receipts and Maxims. From the Best English, French, German, and American Sources. Illustrated with over Two Hundred Engravings. Norwich, Conn.: Henry Hill Publishing Co.; O. A. Browning, Toledo, O.; C. C. Haskell, Lewiston, Me.; Ira A. Smith, Milford, Mass.; Hugh Heron, Chicago, General Agents, 1872 [c1871]. 603 p., [9] p. of adv.

For Passover recipes, see pp. 247, 483. Another ed.: Norwich, Conn.: Henry Hill Publishing Co.; Ira A. Smith, Milford, Mass., General Agent, 1873 [c1872]. 621 p.

Copies: In most academic libraries",
supp1884,,"First Century of National Existence. The United States as They were and are ... the whole carefully compiled by an Eminent Corps of Scientific and Literary Men ... Sold Only by Subscription. Hartford: L. Stebbins; San Francisco: Francis Dewing & Co., 1872. 585, [4] p.

""Israelites or Jews"": pp. 560-61 (appears within a far-ranging appendix section devoted to the history and progress of America‚Äôs religious denominations). Frequently reissued.

Copies: In most academic libraries",
supp1885,,"Helena, Mont. First Hebrew Benevolent Association. Constitution and By-laws of the First Hebrew Benevolent Association of Helena, Montana. Organized December 3, 1866. Constitution and By-laws revised, amended and adopted March 7th, 1872. New York: Hebrew Orphan Asylum Printing Establishment, 1872. 12 p.



Copies: MtHi",
supp1886,,"[Landon, Melville De Lancey]. Saratoga in 1901. By Eli Perkins. Fun, Love, Society & Satire. Illustrated with 200 Photo-Etchings by Arthur Lumley. New York: Sheldon & Co., 1872 [c1871]. vii, 249, [1] p.

See, principally, ""Yankee Jews"" (p. 45); also the scattered satirical quips about ""Belmont,"" surely August Belmont, the owner of prized thoroughbred race horses.

Copies: In most academic libraries",
supp1887,,"Lewis, Leopold. The Bells, a Drama in Three Acts. (Adapted from ""The Polish Jew,"" a Dramatic Study by Erckmann-Chatrian). Lacy‚Äôs Acting Edition. London: Samuel French; New York: Samuel French & Son, [between 1872 and 1873?]. 30 p.

Another ed.: New York: Samuel French; London: Samuel French Ltd., [188-?]. Copies: MH.

Copies: MiU, NjP, NNC.",
supp1888,,"Macdill, David. The Bible a Miracle; or, The Word of God its own witness: The Supernatural Inspiration of the Scriptures shown from Their Literary, Theological, Moral, and Political Excellence. Philadelphia: Wm. S. Rentoul, 1872 [c1871]. x, 511 p., 4 p. of adv.

Part 2, chap. 11, ""Hebrew Theology.""

Copies: In most academic libraries",
supp1889,,"Mills, James D. The Art of Money Making; or, The Road to Fortune: A Universal Guide for Honest Success. Illustrated. ... New York: International Publishing Co., [c1872]. 435 p.

For London‚Äôs Nathan Rothschild, of the House of Rothschild, see pp. 281-83, port.

Copies: In most academic libraries",
supp1890,,"Murdoch, Frank. Only a Jew: An Original Play in Three Acts. [Philadelphia?, 1872?].

Copyright held by Virginia Murdoch, Philadelphia, 1872, per Library of Congress Copyright Office, Dramatic Compositions Copyrighted in the United States, 1870 to 1916 (Washington, D.C., 1918), no. 34169. See also entries

Copies: None",
supp1891,,"New Orleans. Varieties Theatre. Varieties Theatre ... decided success of the talented comedian, Mr. John T. Raymond. In the New and Original Domestic Drama, in 3 Acts, of absorbing interest, by the late Frank Murdock [i.e., Murdoch], entitled Only a Jew ... New Orleans: Times Job Print, [1872]. broadside.

See also entries

Copies: NhD",
supp1892,,"New York. Mount Sinai Hospital. [Circular invitation, May 29, 1872, for an open house at the Mount Sinai Hospital‚Äôs new building; Emanuel B. Hart, President]. New York: Printed by M. Thalmessinger & Co., [1872]. broadside.



Copies: AJHS (I-37).",
supp1893,,"Power, John Carroll. Abraham Lincoln: His Great Funeral Cortege, from Washington City to Springfield, Illinois. With a History and Description of the National Lincoln Monument. Springfield, Ill., 1872. 205 p.

See pp. 55-56 for the extract of a prayer offered by New York‚Äôs Rabbi Samuel M. Isaacs. The last Monumental Edition (Chicago, 1889) has title, Abraham Lincoln: His Life, Public Services, Death and Great Funeral Cortege, with a History and Description of the National Lincoln Monument, with an Appendix.

Copies: In most academic libraries",
supp1894,,"Proctor, Edna Dean. A Russian Journey. Boston: James R. Osgood, 1872 [c1871]. 321 p. 

Scattered references to Jews (pp. 57, [87], 94, 215, 229, 275, 285, 296).

Copies: In most academic libraries",
supp1895,,"Ranck, George Washington. The History of Lexington, Kentucky; Its Early Annals and Recent Progress, including Biographical Sketches and Personal Reminiscences of the Pioneer Settlers, Notices of Prominent Citizens, etc., etc. Cincinnati: Robert Clarke, 1872. 428 p.

A paragraph about the Jews appears on p. 390.

Copies: In most academic libraries",
supp1896,,"Richmond, John Francis. New York and Its Institutions, 1609-1873. The Bright Side of New York. A Library of Information, Pertaining to the Great Metropolis, Past and Present ... Illustrated with upwards of 200 Engravings. New York: E. B. Treat; San Francisco: A. L. Bancroft; St. Louis: H. C. Wright; New Orleans: J. H. Hummel; Chicago: Ira S. Smith; Detroit: Randall & Fish, 1872. 608 p. (many pages omitted in numbering).

""Jews"": pp. 150-51; ""Hebrew Benevolent and Orphan Asylum Society of the City of New York"": pp. 336-38; ""Home for Aged Hebrews"": pp. 464-66; ""Mount Sinai Hospital"": pp. [382]-86 (with an exterior view).

Copies: In most academic libraries.",
supp1897,,"Stebbins, Giles Badger, ed. Chapters from the Bible of the Ages ... Compiled and edited by ... Detroit: Published by the Editor, 1872 [c1871]. 400 p

Chap. 4, ""Hebrew,"" concludes with short texts by Rabbis Max Lilienthal and Isaac M. Wise, followed by ""Resolutions of Conference of Rabbis, Cleveland, Ohio, July 15, 1870."" The editor‚Äôs ""Preface"" acknowledges Rabbi Max Lilienthal and Rabbi E. B. N. Browne for ""some valuable translations of Talmudic and Rabbinical writings"" (p. 7). Frequently reissued.

Copies: In most academic libraries.",
supp1898,,"Beadle, John Hanson. The Undeveloped West; or, Five Years in the Territories, being a Complete History of that Vast Region between the Mississippi and the Pacific, Its Resources, Climate, Inhabitants, Natural Curiosities, etc., etc. Life and Adventure on Prairies, Mountains, and the Pacific Coast ... Philadelphia: National Publishing Co., [c1873]. 823 p.

Contains references to the Jews scattered among the Mormons of Utah, also in California and in Nevada, as in the reference on p. 156 to Elko‚Äôs business men being mostly ""'Californiaized Jews,'-an improved variety of the race.""

Copies: In most academic libraries",
supp1899,,"B‚Äônai B‚Äôrith. Ahaveth Sholem Lodge, No. 160, Corry, Pa. By-laws of Ahaveth Sholem Lodge, No. 160, I.O.B.B. and Constitution of the Order and of District Grand Lodge No. 3. Instituted May 30, 1871. Philadelphia: Jones & Potsdamer, Printers, 1873. 68 p.



Copies: PU (LKCAJS)",
supp1900,,"Bruhns, Carl, ed. Life of Alexander von Humboldt. Compiled in Commemoration of the Centenary of His Birth by J. L√∂wenberg, Robert Av√©-Lallemant, and Alfred Dove. Edited by Professor Karl Bruhns ... Translated from the German by Jane and Caroline Lassell ... London: Longmans, Green; Boston and New York: Lee and Shepard, 1873. 2 vols.

Vol. 2, chap. 3, ""From the Accession of Frederick William IV to the Revolution of 1848,"" reviews the Jewish emancipation issue and the Jewish question.

Copies: In most academic libraries",
supp1901,,"Castelar, Emilio. Old Rome and New Italy (Recuerdos de Italia). Translated by Mrs. Arthur Arnold. New York: Harper & Brothers, 1873. 301 p., 8 p. of adv.

""The Ghetto"": pp. 246-64 (in Rome).

Copies: In most academic libraries",
supp1902,,"Chicago. Zion Congregation. To our Co-religionists in the West Division of Chicago. It is the intention of many well meaning members of Zion Congregation to revive the Friday evening services in our temple, on Jackson, cor. Sangamon sts. ... Chicago, 1873. broadside.

Signed A. Felsenthal, Sec‚Äôy Zion Congregation, Dec. 16, 1873.

Copies: PU (LKCAJS)",
supp1903,,"Edwards, Annie. A Vagabond Heroine. ... New York: Sheldon & Co., 1873. 237 p.

A novel with minor references to Spanish and Levantine Jews.

Copies: In most academic libraries",
supp1904,,"Gray, Agnes M. Adah, the Jewish Maiden. A Story of the Siege of Jerusalem. New York: Thomas Nelson and Sons, [not before 1873]. 335 p.

On spine: Oliphant & Co.

Copies: MiEM",
supp1905,,"Hadley, James. Essays Philological and Critical. Selected from the Papers of James Hadley. New York: Holt & Williams, 1873. vi, 424 p.

""On the Hebrew Chronology from Moses to Solomon"": pp. [385]-402.

Copies: In most academic libraries",
supp1906,,"[Hall, John]. ""The Active Pity of a Queen."" In: Temperance Sermons Delivered in Response to an Invitation of the National Temperance Society and Publication House (New York: The National Temperance Society and Publication House, 1873), pp. [147]-68.

The story of Queen Esther and Haman‚Äôs threatened destruction of the Jews in Persia is likened to the enormous tragedy of the lives destroyed by alcoholism in New York. ""Reported for the society by William Anderson.""

Copies: In most academic libraries",
supp1907,,"[Holley, Marietta]. My Opinions and Betsey Bobbet‚Äôs. Designed as a Beacon Light, to Guide Women to Life, Liberty, and the Pursuit of Happiness, but which may be read by Members of the Sterner Sect, without Injury to Themselves or the Book. By Josiah Allen‚Äôs Wife ... Published by Subscription Only. Hartford: American Publishing Co.; Toledo: W. E. Bliss; Chicago: F. G. Gilman; Cincinnati: Nettleton & Co., 1873. 432 p.

References to Jews are found on pp. 177-78. Frequently reissued. Wright II:1230.

Copies: In most academic libraries",
supp1908,,"Hudson, Frederic. Journalism in the United States, from 1690 to 1872. New York: Harper & Brothers, 1873. 789 p.

Chap. 18, ""The National Advocate and Enquirer,"" discusses Mordecai Manuel Noah.

Copies: In most academic libraries",
supp1909,,"Improved Order of Free Sons of Israel. Excelsior Lodge, No. 21, Philadelphia. By-laws of Excelsior Lodge No. 21, Imp. O. F. S. of I. Constitution of the Grand Lodge of the Imp. O. F. S. of I. and General Laws for Subordinate Lodges. Philadelphia: S. W. Goodman, 1873. 80 p.



Copies: PPG",
supp1910,,"Jessup, Henry Harris. The Women of the Arabs. With a Chapter for Children ... Edited by Rev. C. S. Robinson, D.D., & Rev. Isaac Riley ... New York: Dodd & Mead, [c1873]. x, 372 p.

See ""Church of Scotland School for Jewish Girls in Beirut"" (p. 214), also the story of Rufaiel, the rich Jew of Damascus, and the Moslem dervish on pp. 354-57. A plate of an elderly, bearded Jewish worshipper is placed between pp. 108-9. A variant ed. is paginated x, 231, 139, [3] p.

Copies: In most academic libraries",
supp1911,,"Jewell, Edwin Lewis, ed. Jewell‚Äôs Crescent City Illustrated. Edited and compiled by Edwin L. Jewell. The Commercial, Social, Political and General History of New Orleans, including Biographical Sketches of its Distinguished Citizens, Together with a Map and a General Strangers‚Äô Guide. New Orleans, 1873. [112], xxi p.

Contains biographical sketches of Henry Abraham, Rev. Henry Samuel Jacobs, and Isaac N. Marks.

Copies: In most academic libraries",
supp1912,,"ewish Mission. To the Clergy and Laity of the Diocese of New York. Rev. and dear Brethren ..., March 24th, 1873. [New York, 1873]. small broadside.

With the approach of Good Friday, the Episcopal Bishop of New York, Horatio Potter, appeals for donations ""for support of our work among the descendants of the ancient people of God.""

Copies: NHi",
